Query_ID	Doc_ID	Rank	Score
19	274	9	4.406773797907557
19	1295	10	4.307691708788262
19	1153	11	4.29363605974623
19	152	12	4.161725034281573
19	713	13	4.159830481202934
19	826	14	4.073658711697151
19	416	15	3.954675241826495
19	1297	16	3.881758039969955
19	163	17	3.792167151033494
19	1217	18	3.783644581406707
19	44	19	3.612390251561458
19	1290	20	3.574143064297436
20	500	1	14.168356689556632
20	268	2	8.992539764537305
20	88	3	8.832162694617963
20	270	4	7.784323233088787
20	450	5	7.026034327604045
20	966	6	6.504453955368001
20	87	7	6.283751538615467
20	123	8	6.041527378645595
20	300	9	5.649352062594853
20	84	10	5.11416557125297
20	190	11	5.0501785367964125
20	1194	12	4.954940348985457
20	458	13	4.911102788974705
20	456	14	4.868884758117946
20	44	15	4.590331175824706
20	1315	16	4.500493388933794
20	416	17	4.3132185081873935
20	267	18	4.289835249941822
20	1097	19	4.270884101228432
20	975	20	4.259093590862026
21	502	1	10.94856547929405
21	302	2	5.7819532998958625
21	68	3	5.2023778438278026
21	343	4	4.826430185795632
21	686	5	4.770356392439517
21	628	6	4.676460099353701
21	96	7	4.558756050693572
21	271	8	4.287742947655055
21	1007	9	4.23610738596835
21	1156	10	4.220346599845723
21	338	11	4.201077509846938
21	377	12	4.131254107125882
21	413	13	4.100123070112057
21	947	14	3.9288536311047815
21	1303	15	3.7696433824437356
21	1199	16	3.7126025623528145
21	187	17	3.708477784560701
21	204	18	3.6671405599288875
21	538	19	3.6557358212495545
21	1157	20	3.6236827858488967
22	125	1	7.996228744929503
22	413	2	7.560372045516193
22	560	3	7.3559146642979565
22	307	4	6.763985703469109
22	962	5	6.4678095498947155
22	565	6	6.360198307650213
22	348	7	6.195989429734285
22	9	8	6.171066206535936
22	50	9	6.07188462936126
22	16	10	6.017060649474566
22	406	11	5.977870105343315
22	306	12	5.626116828312117
22	165	13	5.6204778301018985
22	254	14	5.5862075553122565
22	1212	15	5.5253801822824675
22	62	16	5.326520418105788
22	346	17	5.304007981238309
22	861	18	5.254290290156904
22	72	19	5.206445999563069
22	61	20	5.196236739076966
23	902	1	5.576611624866761
23	28	2	5.1341263654688465
23	892	3	4.605393253674017
23	718	4	4.494027544465611
23	251	5	4.303982053469094
23	753	6	4.107801603900855
23	1151	7	4.056713729843754
23	1287	8	3.9627068954586724
23	244	9	3.7609075100502816
23	237	10	3.757614568432846
23	893	11	3.6760091157096317
23	360	12	3.658285450982408
23	1169	13	3.416471132943692
23	216	14	3.364844643548314
23	640	15	3.3566485539344706
23	14	16	3.347362173457441
23	698	17	3.207897784911573
23	262	18	3.1099948936343647
23	185	19	3.09083809209905
23	1057	20	3.077717956587806
24	756	1	6.136518886308236
24	46	2	5.625372831562245
24	12	3	4.417282520295675
24	724	4	4.178913604912088
24	51	5	3.9977609635072704
24	837	6	3.797784438698418
24	47	7	3.6071054521750714
24	893	8	3.4188207930323173
24	883	9	3.3644391978606745
24	781	10	3.3590526050281606
24	1170	11	3.320430070312525
24	262	12	3.3073290507316795
24	650	13	3.1951399309842814
24	1242	14	3.1752223725730175
24	884	15	3.167262267075692
24	1088	16	3.160265703937224
24	738	17	3.0984256476873147
24	365	18	3.070702116285171
24	374	19	3.050125008531519
24	102	20	3.0429815828672844
25	215	1	7.383460451193919
25	121	2	7.1186512809074465
25	277	3	6.759545693049917
25	216	4	5.683858143810744
25	511	5	5.608259575506697
25	214	6	5.552649450472653
25	134	7	5.511895790974024
25	212	8	5.299236768982652
25	989	9	5.149199238456135
25	798	10	5.118666768256554
25	945	11	4.989832185950007
25	97	12	4.921645555431367
25	409	13	4.839680483635627
25	426	14	4.786611667941703
25	186	15	4.639941535059782
25	11	16	4.611945226833065
25	772	17	4.587659407727412
25	213	18	4.469174074364679
25	345	19	4.367307202859084
25	1288	20	4.271374606027491
26	611	1	9.12562187538868
26	307	2	8.975152291182228
26	145	3	8.884331372803649
26	348	4	8.466642191433275
26	96	5	8.325663087561676
26	382	6	8.209891900325404
26	4	7	8.139370660931533
26	305	8	8.074398650887726
26	629	9	7.961915276706339
26	1355	10	7.5469495952599965
26	1278	11	7.538532525480839
26	306	12	7.48718650501359
26	568	13	7.181181183622119
26	1282	14	7.122719347206603
26	572	15	6.984724344907667
26	135	16	6.889217610298912
26	72	17	6.8309350075107185
26	310	18	6.8257058144029745
26	346	19	6.73627653880108
26	547	20	6.63244953999821
27	1362	1	5.598642109465184
27	428	2	5.481010707493757
27	680	3	5.277872285237769
27	921	4	4.9752434458106265
27	1031	5	4.849895045055096
27	833	6	4.794457491280607
27	752	7	4.768113559787866
27	147	8	4.557224856185886
27	247	9	4.555186783369841
27	919	10	4.507291280171887
27	677	11	4.453561816795522
27	614	12	4.450163273107283
27	548	13	4.3775956154483415
27	613	14	4.301702258984017
27	674	15	4.20769698919344
27	888	16	4.166488008214502
27	367	17	4.156706427285053
27	924	18	4.113672743759062
27	36	19	4.087007927753125
27	1035	20	4.054163391604427
28	251	1	5.72052917352115
28	36	2	3.9156987452397014
28	674	3	3.8438563132998937
28	28	4	3.6592218429686065
28	367	5	3.630581523073358
28	677	6	3.61826288960767
28	503	7	3.604991320337418
28	893	8	3.533265409559644
28	247	9	3.50241821700287
28	758	10	3.4545185611673936
28	521	11	3.40075775928578
28	683	12	3.325448554237379
28	250	13	3.3110934772315206
28	1362	14	3.2291995494637957
28	921	15	3.207960465562315
28	1075	16	3.1900327150199734
28	739	17	3.158828212191073
28	712	18	3.15143808562298
28	470	19	3.1256708315794937
28	981	20	3.0979543108156626
29	465	1	10.080214226811725
29	612	2	9.507672925210363
29	420	3	8.621644007781537
29	513	4	8.196713238589846
29	464	5	8.066154700196375
29	211	6	7.973413464201679
29	901	7	7.94073178450023
29	146	8	7.890241049958355
29	222	9	7.740950291385971
29	514	10	7.237610650891065
29	250	11	7.054926792053335
29	601	12	6.9256420180350595
29	683	13	6.629958203878188
29	900	14	6.581875733245798
29	792	15	6.462626075457299
29	1107	16	6.346741790377558
29	1248	17	6.096256593246172
29	686	18	5.944719707227917
29	147	19	5.8848945914312765
29	561	20	5.8681940494051545
30	513	1	4.394901151329201
30	683	2	3.958527081649783
30	420	3	3.8607536110188256
30	921	4	3.682081810432153
30	633	5	3.636670831062265
30	147	6	3.617823128357596
30	464	7	3.594287769429594
30	247	8	3.583199374712988
30	601	9	3.579500095843616
30	465	10	3.577867113630794
30	229	11	3.433848578872114
30	230	12	3.262285620140302
30	602	13	3.2109919146463985
30	1197	14	3.171956114603679
30	901	15	3.1347026411645134
30	902	16	3.1303029428482088
30	545	17	3.0832570186001664
30	222	18	3.0711672958109384
30	600	19	3.002475018851157
30	791	20	2.998007417701936
31	247	1	7.843349726349078
31	916	2	7.484460332393424
31	1209	3	7.274744094850454
31	751	4	7.228484748335653
31	1339	5	6.625569600441251
31	749	6	6.531759460563443
31	229	7	6.527730441750168
31	1153	8	6.438368531556791
31	1082	9	6.438081311717886
31	1040	10	6.351149120324388
31	228	11	6.301900377175051
31	205	12	6.27370254974061
31	433	13	6.170637057776712
31	895	14	6.047418140742988
31	704	15	5.9772051495382215
31	188	16	5.954980694535071
31	179	17	5.954460297848697
31	2	18	5.792177157031482
31	1072	19	5.744579500071491
31	918	20	5.6233541308251755
32	752	1	10.899022232430756
32	1186	2	6.137611479171306
32	921	3	5.403263336027434
32	919	4	4.932933907154677
32	147	5	4.909696571319653
32	683	6	4.882638805257055
32	250	7	4.8776169154132685
32	467	8	4.697193494031892
32	468	9	4.686553851631618
32	230	10	4.6595912272698685
32	289	11	4.356577541173117
32	432	12	4.355881738844805
32	134	13	4.2333535033349285
32	1112	14	4.213268790567173
32	247	15	4.198857188439167
32	1259	16	4.190471858496266
32	801	17	4.1409130537488155
32	599	18	4.108459084691502
32	680	19	4.102718376885038
32	601	20	4.0352184947109375
33	516	1	15.8189097354015
33	431	2	10.683681002122608
33	252	3	10.218849303684449
33	141	4	10.083055598250823
33	904	5	8.387369943539456
33	808	6	7.85076918589659
33	1163	7	7.517137115769801
33	1153	8	7.263224941419862
33	1074	9	6.944768870238581
33	755	10	6.874379700743146
33	76	11	6.738424850827081
33	315	12	6.692736034732263
33	1106	13	6.58829637641273
33	1350	14	6.501583349312722
33	799	15	6.461722865578852
33	812	16	6.435191217771757
33	800	17	6.062342840144162
33	1349	18	5.965042769758838
33	1000	19	5.950349756644964
33	714	20	5.907986605637808
34	516	1	7.242330738654208
34	1153	2	6.433425734336949
34	799	3	6.36147823758088
34	610	4	5.517444918946883
34	1350	5	5.491828202801557
34	431	6	5.439618080990032
34	175	7	5.211920747917987
34	1155	8	5.1812314253324505
34	1062	9	4.711341364052526
34	904	10	4.647778823078561
34	252	11	4.558200295644082
34	795	12	4.475890845567253
34	1353	13	4.420361334550638
34	1243	14	4.387188987959819
34	1074	15	4.27391043766368
34	809	16	4.247935103942518
34	280	17	4.2348034916399175
34	907	18	4.19236129751603
34	230	19	4.175055332408673
34	755	20	4.133128687385199
35	1203	1	4.98060163631564
35	1208	2	4.82540395165455
35	875	3	4.748384719919808
35	488	4	4.118802343522432
35	1389	5	4.088913819868612
35	654	6	3.8877989223294716
35	319	7	3.683629977695988
35	156	8	3.62595243549453
35	1160	9	3.592634533264426
35	1327	10	3.556028311213853
35	1156	11	3.4536845381691954
35	75	12	3.40753839167899
35	1061	13	3.367986819725359
35	739	14	3.3454081074862922
35	1244	15	3.3303462339837413
35	1077	16	3.234148985819145
35	1276	17	3.2327415600523577
35	147	18	3.1709563209945695
35	1189	19	3.1446019615853977
35	1252	20	3.0885331861277843
36	550	1	5.617532269995352
36	1268	2	5.533529354371932
36	1004	3	5.1143651667474135
36	274	4	5.050303993583754
36	123	5	5.017824699737682
36	135	6	4.993818637055124
36	565	7	4.918217122786084
36	959	8	4.842961765685172
36	646	9	4.831359419816262
36	1222	10	4.776766319203752
36	623	11	4.731222185538844
36	260	12	4.582339621591762
36	518	13	4.535651084473618
36	546	14	4.534203120051664
36	44	15	4.5272209131579775
36	168	16	4.466819031458662
36	661	17	4.405702471015889
36	975	18	4.391072509853261
36	980	19	4.25818241831043
36	1213	20	4.241291063042484
37	186	1	6.047011210633148
37	179	2	4.800821966720117
37	1352	3	4.337208797836374
37	188	4	4.243054006654998
37	409	5	4.178354450503484
37	283	6	4.104456250660457
37	461	7	4.013426923941951
37	979	8	3.998867082746374
37	232	9	3.8407483258145065
37	126	10	3.653195882720384
37	655	11	3.541340748965883
37	189	12	3.489452364953455
37	282	13	3.4761342838548037
37	89	14	3.470317191808173
37	121	15	3.4686336847397428
37	173	16	3.4564061247402895
37	519	17	3.45381593675658
37	196	18	3.4073938328604254
37	176	19	3.4055115231563655
37	1311	20	3.401111078430901
38	536	1	5.3859383049876985
38	976	2	4.9218341658814015
38	1238	3	4.845942276351042
38	1373	4	4.699676287507929
38	433	5	4.25708372763248
38	1205	6	4.203390278563987
38	85	7	4.067952677244583
38	338	8	3.9978065838857963
38	1211	9	3.9941136901128216
38	25	10	3.962563158609897
38	186	11	3.855058023169728
38	1279	12	3.8397055566982283
38	556	13	3.689370744978378
38	272	14	3.6775893330017935
38	154	15	3.5952973331135114
38	89	16	3.4944501909292036
38	1262	17	3.4919840656895786
38	1391	18	3.3112889013733877
38	1153	19	3.3044506863711365
38	446	20	3.2834344352996294
39	315	1	6.234085539005129
39	1268	2	4.725161009530603
39	959	3	4.452633087220124
39	37	4	4.319703875043437
39	610	5	4.277285866481135
39	207	6	4.270399078531362
39	272	7	4.120941625052064
39	1154	8	4.0742514619560675
39	1257	9	3.982291089480523
39	1321	10	3.7636102782093874
39	337	11	3.696804327760392
39	281	12	3.5890322344448182
39	504	13	3.562346103446586
39	1278	14	3.5604093343414904
39	40	15	3.545231698930353
39	526	16	3.5270436077961236
39	53	17	3.52043645856965
39	406	18	3.461954696394012
39	43	19	3.3900676103807954
39	260	20	3.349594663771018
40	37	1	4.97424481152629
40	536	2	4.958271871068952
40	315	3	3.955487510916776
40	17	4	3.822148837794562
40	281	5	3.589032234444818
40	207	6	3.5380203231541856
40	1257	7	3.3058468672218844
40	401	8	3.272948249368296
40	330	9	3.2016270059237386
40	1158	10	3.1321693586048687
40	535	11	3.1193661552660115
40	1205	12	3.118185678391317
40	272	13	2.966532988944155
40	568	14	2.9600638678172313
40	1305	15	2.9286431453572637
40	39	16	2.8989421639662845
40	1321	17	2.8950590880166427
40	40	18	2.886429077515168
40	171	19	2.8634338111570043
40	655	20	2.8495318381916563
41	289	1	12.062088273949684
41	433	2	9.528875923505689
41	927	3	7.041008114424677
41	288	4	6.475363268466243
41	520	5	6.430357171868779
41	432	6	6.328994372073657
41	1277	7	5.94718014876743
41	229	8	5.474853901805094
41	1152	9	5.033408366656534
41	126	10	4.964334035942046
41	60	11	4.589356196148898
41	1091	12	4.402109719990853
41	1141	13	4.3534447279592285
41	549	14	4.287075923986896
41	1340	15	4.257478599229544
41	1202	16	4.159614742354823
41	558	17	4.151100238076105
41	154	18	4.098199872738908
41	825	19	4.0252093386855625
41	901	20	3.938247251690253
42	521	1	13.466935150441493
42	526	2	10.075111031905621
42	496	3	8.384301824913498
42	1228	4	7.591381994776215
42	439	5	7.521176817068801
42	211	6	7.450814843337243
42	797	7	7.325035003568912
42	469	8	7.18689380329873
42	503	9	7.101377186781971
42	468	10	7.085715538660902
42	903	11	7.071992491731484
42	683	12	7.064655183711146
42	1265	13	6.805474214280496
42	569	14	6.804702436852441
42	901	15	6.609661536245318
42	1320	16	6.48703636960923
42	440	17	6.464377129873066
42	572	18	6.2174022858618585
42	39	19	6.210781310758803
42	363	20	6.117912038443218
43	467	1	7.195215014015306
43	469	2	6.708736349149875
43	903	3	6.4685536404744255
43	503	4	6.233179125348327
43	39	5	6.0470480061017104
43	496	6	5.809553410206469
43	404	7	5.697328194735843
43	521	8	5.622823382398339
43	916	9	5.432046075323603
43	468	10	5.408521770691929
43	194	11	5.232380666022766
43	1074	12	5.168516973418091
43	1194	13	5.116803004307925
43	1248	14	4.761403748273725
43	1070	15	4.683014928092943
43	193	16	4.631131485421304
43	1375	17	4.579122399533301
43	1210	18	4.5559111197202204
43	124	19	4.5446281537076505
43	211	20	4.532777954899009
44	1190	1	4.347588549419215
44	103	2	4.189847901748895
44	1199	3	4.1627153638935495
44	108	4	3.4996298508737542
44	236	5	3.4299883619141784
44	357	6	3.2384409379151524
44	943	7	2.9890748157089924
44	1031	8	2.870451594731834
44	367	9	2.867708622692223
44	760	10	2.7604922976757944
44	1160	11	2.7395362483776435
44	1148	12	2.7145674896079766
44	42	13	2.7056478686457606
44	1226	14	2.705262279061393
44	541	15	2.6566674625203555
44	1134	16	2.5456335592862143
44	1228	17	2.413269657470753
44	231	18	2.4098003887757136
44	583	19	2.388334426321159
44	849	20	2.3716459809664103
45	305	1	7.347775290273183
45	525	2	6.91176585271966
45	123	3	5.964610455659981
45	540	4	5.734432552807108
45	353	5	5.600896486130379
45	84	6	5.259593471488124
45	274	7	5.037449070801508
45	1185	8	4.987664258197168
45	1299	9	4.6712852841979124
45	1002	10	4.602294079318772
45	26	11	4.479602285593746
45	1159	12	4.427216040906535
45	329	13	4.238316174614994
45	344	14	4.152581665465979
45	666	15	4.1511281744535875
45	1204	16	3.9516649016126735
45	480	17	3.9392662685198814
45	44	18	3.908502524587704
45	655	19	3.9038096283901185
45	310	20	3.87643863642682
46	305	1	7.151629817200984
46	353	2	6.7951780452226025
46	525	3	6.371698653805179
46	123	4	6.209825975933163
46	84	5	5.873611935996285
46	1185	6	5.71140368452887
46	37	7	5.657440869130711
46	983	8	5.603785461491725
46	623	9	5.59153772197144
46	36	10	5.561420438999203
46	655	11	5.516022273305766
46	1159	12	5.452572131160308
46	572	13	5.374197158169611
46	274	14	5.353305967681928
46	344	15	5.270809129190313
46	540	16	5.257375465622168
46	1366	17	5.252866514098585
46	303	18	5.175978036594209
46	333	19	4.900196679799034
46	784	20	4.745975768053496
47	525	1	8.94329406242373
47	568	2	8.0161875413975
47	307	3	7.736620239297158
47	305	4	7.487638290191136
47	310	5	7.421192956833512
47	1200	6	7.235881664862829
47	570	7	7.106566023569183
47	327	8	6.82605841948435
47	25	9	6.345310926098364
47	304	10	6.329711837179446
47	663	11	6.177083410527334
47	260	12	6.008956116059476
47	9	13	5.86637090990791
47	180	14	5.4814774814239735
47	1076	15	5.384337424391808
47	572	16	5.283436370944056
47	540	17	5.2394063242159845
47	375	18	5.194423129441027
47	334	19	5.179658647731219
47	308	20	5.147338349487649
48	526	1	9.079020480932428
48	440	2	8.550467771336827
48	797	3	7.159869415789705
48	683	4	6.767840291715906
48	222	5	5.827228977993183
48	334	6	5.211907623439082
48	521	7	4.972730257173493
48	712	8	4.539065960796123
48	1300	9	4.534923881665194
48	655	10	4.397187590213946
48	707	11	4.390081969663415
48	1320	12	4.369676960602976
48	439	13	4.297952223992537
48	685	14	4.174992543666343
48	634	15	4.168870010853316
48	569	16	4.07202635882239
48	924	17	4.066789282801356
48	633	18	3.9913776498424163
48	792	19	3.9092616089998002
48	420	20	3.715744312167475
49	527	1	10.609495210296902
49	321	2	9.150160375036654
49	349	3	8.671123576592525
49	1235	4	8.586324955156101
